,Unnamed: 0,brand,name,attribute,product_url,search_name,price,capacity,keyword,keyword_scent,new_name,search_name_1,1st_similar_perfume,2nd_similar_perfume,3rd_similar_perfume,4th_similar_perfume,5th_similar_perfume
0,,로이비,로터스앤인센스오드퍼퓸,"로이비의 중성 향수 베스트셀러, 푸르스름한 안개비를 들이마신 연꽃의 향기",/product/로이비-로터스-앤-인센스-오-드-퍼퓸-50ml/2292/category/568/display/1/,로이비 로터스앤인센스오드퍼퓸,109000,50,"중성,푸른,안개,연꽃","푸른,안개,연꽃",로터스앤인센스,로이비 로터스앤인센스,스테파니브루진 파리생제르망,르라보 로즈,,,
1,,로이비,샤프론앤오렌지블로썸오드퍼퓸,"버건디빛 샤프란과 오렌지 블로썸이 써내려가는 가을무드, 달콤하게 무르익은 오리엔탈 플로럴",/product/로이비-샤프론-앤-오렌지-블로썸-오-드-퍼퓸-50ml/2296/category/568/display/1/,로이비 샤프론앤오렌지블로썸오드퍼퓸,109000,50,"버건디,샤프란,오렌지블라썸,가을,오리엔탈,플로럴","샤프란,오렌지블라썸,플로럴,가을",샤프론앤오렌지블로썸,로이비 샤프론앤오렌지블로썸,메종마르지엘라 플라워마켓,,,트루사르디 돈나,
10,,메모,오리엔탈레더오드퍼퓸,"라벤더 빛 물안개, 흔들리는 바람에 피어난 장미 뒤로 밤하늘을 가득 수놓는 파츌리의 수수한 내음",/product/메모-오리엔탈-레더-오-드-퍼퓸-75ml/2449/category/568/display/1/,메모 오리엔탈레더오드퍼퓸,350000,75,"라벤더,안개,바람,로즈,밤하늘,파츌리","라벤더,안개,바람,로즈,파츌리",오리엔탈레더,메모 오리엔탈레더,프라고나르 로즈드메이,딥디크 오로즈,딥디크 오카피탈,조말론 로즈앤매그놀리아코롱,프레데릭말 포트레이트오브어레이디
14,,불리,오트리플페루헬리오트로프,"바이올렛이 가득한 공중정원 속, 부드럽게 퍼지는 헬리오트로프 향기",/product/불리-오-트리플-페루-헬리오트로프-75ml/2020/category/568/display/1/,불리 오트리플페루헬리오트로프,230000,75,"바이올렛,정원,헬리오트로프","정원,헬리오트로프",오트리플페루헬리오트로프,불리 오트리플페루헬리오트로프,구찌알케미스트가든 더버진바이올렛,,,,
18,,랄프로렌,로맨스오드퍼퓸,같은 행동도 뭔가 더 아름답고 예쁘게 만드는 선명한 로맨틱함,/product/랄프로렌-로맨스-오-드-퍼퓸-3050100ml/1903/category/568/display/1/,랄프로렌 로맨스오드퍼퓸,70000,30,로맨틱,,로맨스,랄프로렌 로맨스,입생로랑 몽파리오드빠르펭,,,,
21,,조말론,잉글리쉬페어앤프리지아바디앤핸드로션,조말론 베스트셀러 '잉글리쉬 페어 앤 프리지아' 를 원하는 곳에 바를 수 있는 바디 & 핸드 로션,/product/조말론-잉글리쉬-페어-앤-프리지아-바디-앤-핸드-로션-250ml/2442/category/568/display/1/,조말론 잉글리쉬페어앤프리지아바디앤핸드로션,82000,250,"잉글리쉬,페어,프리지아","잉글리쉬,페어,프리지아",잉글리쉬페어앤프리지아바디앤핸드로션,조말론 잉글리쉬페어앤프리지아바디앤핸드로션,런던프로소디 페이퍼플라워팬오드코롱,,조말론 잉글리쉬페어앤프리지아코롱,딥디크 오프레지아,프라고나르 꾀르드솔레이
22,,프라다,라팜므오드퍼퓸,"출퇴근용으로 좋은, 아이보리 비누 향기가 연출하는 폭닥한 섹시함",/product/프라다-라팜므-오-드-퍼퓸-3550100ml/1352/category/568/display/1/,프라다 라팜므오드퍼퓸,171600,35,"출퇴근,아이보리,비누,폭닥","아이보리,비누,폭닥",라팜므,프라다 라팜므,트루사르디 르비드밀라노포르타누오바,아쿠아디파르마 미르토디파나레아,메종마르지엘라 레이지선데이모닝,산타마리아노벨라 프리지아오드코롱,프라다 레스인퓨전디미모사
23,,프라다,레스인퓨전디바닐라오드퍼퓸,"선선한 바람 불어오는 맑은 날, 바람타고 나리는 아카시아꽃 냄새와 은은하게 퍼지는 나무와 레더에서 맡아지는 묘한 친숙함",/product/프라다-레스-인퓨전-디-바닐라-오-드-퍼퓸/2663/category/568/display/1/,프라다 레스인퓨전디바닐라오드퍼퓸,242000,100,"선선,바람,맑은,바람,아카시아,나무,레더","선선,바람,아카시아,나무,레더",레스인퓨전디바닐라,프라다 레스인퓨전디바닐라,메종마르지엘라 세일링데이,,,,톰포드 코스타아주라
24,,프라다,레스인퓨전디일랑오드퍼퓸,늘어지는 아침을 깨우는 맑고 청아한 꽃 향기,/product/프라다-레스-인퓨전-디-일랑-오-드-퍼퓸/2655/category/568/display/1/,프라다 레스인퓨전디일랑오드퍼퓸,242000,100,"아침,맑은",아침,레스인퓨전디일랑,프라다 레스인퓨전디일랑,크리드 스프링플라워,프레데릭말 엉빠썽,불가리 뿌르옴므,메종마르지엘라 버블바스,
25,,프라다,루나로사오션오드뚜왈렛,"비즈니스맨의 정석, 시리고 푸른 대양을 품은 듯 참을 수 없는 시원한 향기",/product/프라다-루나로사-오션-오-드-뚜왈렛/2647/category/568/display/1/,프라다 루나로사오션오드뚜왈렛,110000,50,"비즈니스맨,시린,푸른,대양","시린,푸른",루나로사오션,프라다 루나로사오션,메모 윈터팰리스,,,,
26,,프라다,패러독스오드퍼퓸,"나도 모르는 새 은근히 젖어, 내 마음을 차지한 바닐라의 달콤함",/product/프라다-패러독스-오-드-퍼퓸/2604/category/568/display/1/,프라다 패러독스오드퍼퓸,171600,50,"바닐라,달콤","바닐라,달콤",패러독스,프라다 패러독스,티에리 뮈글러엔젤,,,아이젠버그 조즈옴므,퍼퓸드말리 헤로드
27,,프라다,라팜므로오드뚜왈렛,"환하게 웃는 얼굴 위 드리워진, 청초한 푸루메리아와 일랑일랑",/product/프라다-라팜므-로-오-드-뚜왈렛-3550100ml/1879/category/568/display/1/,프라다 라팜므로오드뚜왈렛,95000,35,푸루메리아,푸루메리아,라팜므로,프라다 라팜므로,퍼퓸드말리 까실리,,,,
29,,프라다,레스인퓨전디로즈오드퍼퓸,"다우니의 장미 섬유 유연제 같은, 정말 은은한 로즈",/product/프라다-레스-인퓨전-디-로즈-오-드-퍼퓸-100200ml/1494/category/568/display/1/,프라다 레스인퓨전디로즈오드퍼퓸,242000,100,"로즈,섬유유연제","로즈,섬유유연제",레스인퓨전디로즈,프라다 레스인퓨전디로즈,프라고나르 로즈드메이,딥디크 오로즈,끌로에 로즈드끌로에,,
32,,프라다,레스인퓨전디아이리스세더오드퍼퓸,도브비누 10개를 응축시켜 흩뿌린 듯한 편안하고 고급스러운 프라다 남자향수,/product/프라다-레스-인퓨전-디-아이리스-세더-오-드-퍼퓸-100ml/1325/category/568/display/1/,프라다 레스인퓨전디아이리스세더오드퍼퓸,242000,100,"도브,비누,고급,남성","비누,고급",레스인퓨전디아이리스세더,프라다 레스인퓨전디아이리스세더,아쿠아디파르마 미르토디파나레아,,메종마르지엘라 레이지선데이모닝,랄프로렌 폴로블루맨,아이젠버그 러브어페어옴므
34,,아이젠버그,텐테이션오드퍼퓸,"쌀쌀한 날씨에 더욱 손이 가는, 달콤한 통카빈과 핑크페퍼의 균형 잡힌 포근함",/product/아이젠버그-텐테이션-오-드-퍼퓸/2387/category/568/display/1/,아이젠버그 텐테이션오드퍼퓸,170000,50,"통카빈,핑크,페퍼,편안함","통카빈,핑크,페퍼",텐테이션,아이젠버그 텐테이션,프라고나르 패츌리,프레드릭엠 오베드상,톰포드 로스트체리,입생로랑 리브르인텐스,
36,,아이젠버그,디아볼리끄우먼,날카롭지만 깊고 스모키한 눈빛을 닮은 그을린 베티버와 샌달우드 향기,/product/아이젠버그-디아볼리끄-우먼-3050100ml/1495/category/568/display/1/,아이젠버그 디아볼리끄우먼,84700,30,"스모키,눈빛,베티버,우드","스모키,베티버,우드",디아볼리끄우먼,아이젠버그 디아볼리끄우먼,키에린뉴욕 샹탈스카이스프레이,존바바토스 아티산퓨어,바이레도 어코드우드,,
37,,아이젠버그,백투파리오드퍼퓸,"라라랜드 속 베리의 달콤함이 파츌리, 머스크와 만나 보랏빛 석양을 지게 하는 몽환적인 향기",/product/아이젠버그-백-투-파리-오-드-퍼퓸-3050100ml/2232/category/568/display/1/,아이젠버그 백투파리오드퍼퓸,84700,30,"라라랜드,베리,파츌리,머스크,보라색,석양,몽환","베리,파츌리,머스크",백투파리,아이젠버그 백투파리,프레데릭말 로디베,,,조말론 다크앰버앤진저릴리코롱인텐스,나르시소로드리게즈 포허
43,,반클리프엔아펠,오우드블랑오드퍼퓸,"조용히 타들어가는 오우드 인센스의 나른함, 커피 향과 함께 번지는 바닐라와 화이트 머스크의 폭닥거림",/product/반클리프-앤-아펠-오우드-블랑-오-드-퍼퓸/2576/category/568/display/1/,반클리프엔아펠 오우드블랑오드퍼퓸,195000,75,"우드,인센스,커피,바닐라,화이트,머스크,폭닥","우드,커피,바닐라,화이트머스크,폭닥",오우드블랑,반클리프엔아펠 오우드블랑,바이레도 집시워터,,톰포드 솔레이네쥬,세르주루텐 상탈마제스퀼,
50,,에르메스,오드시트론느와오드코롱,"에르메스식 남성의 관능미, 아슬아슬한 경게 사이를 넘나드는 시트러스 - 스모키의 정석",/product/에르메스-오-드-시트론-느와-오-드-코롱/2460/category/568/display/1/,에르메스 오드시트론느와오드코롱,132000,50,"남성,관능,시트러스,스모키","시트러스,스모키",오드시트론느와오드코롱,에르메스 오드시트론느와오드코롱,불가리 맨인블랙,크리드 어벤투스포허,,,
54,,트루사르디,르비드밀라노워킹온비아피오리오스쿠리오드퍼퓸,따스한 봄 햇살처럼 고소달달한 미모사가 바람에 흘러와 살포시 내려앉는 나른한 향기,/product/트루사르디-르비드-밀라노-워킹-온-비아-피오리-오스쿠리-오-드-퍼퓸/2670/category/568/display/1/,트루사르디 르비드밀라노워킹온비아피오리오스쿠리오드퍼퓸,280000,100,"봄,햇살,달콤,미모사,바람","봄,햇살,달콤,미모사,바람",르비드밀라노워킹온비아피오리오스쿠리,트루사르디 르비드밀라노워킹온비아피오리오스쿠리,아이젠버그 조즈옴므,,,,프라다 레스인퓨전디미모사
55,,트루사르디,르비드밀라노디이탈리안아티스트오브비아솔페리노오드퍼퓸,"포근한 노을이 나른히 흔들리는 봄밤, 감미롭게 퍼지던 피오니와 곱게 핀 오스만투스의 몽환적인 꽃 향기",/product/트루사르디-르비드-밀라노-디-이탈리안-아티스트-오브-비아-솔페리노-오-드-퍼퓸/2671/category/568/display/1/,트루사르디 르비드밀라노디이탈리안아티스트오브비아솔페리노오드퍼퓸,280000,100,"노을,봄밤,피오니,오스만투스,몽환","노을,봄밤,피오니,오스만투스",르비드밀라노디이탈리안아티스트오브비아솔페리노,트루사르디 르비드밀라노디이탈리안아티스트오브비아솔페리노,조말론 다크앰버앤진저릴리코롱인텐스,,,,
56,,에르메스,트윌리데르메스오진저오드퍼퓸,"긴 쉬폰 원피스와 사근사근한 말투를 닮은 플로럴, 모든 행동과 말투에서 묻어나오는 우아함",/product/에르메스-트윌리-데르메스-오진저-오-드-퍼퓸/2461/category/568/display/1/,에르메스 트윌리데르메스오진저오드퍼퓸,146000,30,"쉬폰원피스,플로럴",플로럴,트윌리데르메스오진저,에르메스 트윌리데르메스오진저,에스티로더 모던뮤즈,메종마르지엘라 플라워마켓,,킬리안 우먼인골드,
58,,세르주루텐,파이브어클락오진저오드퍼퓸,"영국 신사와 갖는 티타임, 그의 매너를 닮은 산뜻 달콤한 우디- 진저 티 한잔",/product/세르주루텐-파이브-어-클락-오-진저-오-드-퍼퓸/2182/category/568/display/1/,세르주루텐 파이브어클락오진저오드퍼퓸,205000,50,"영국,신사,티타임,매너,산뜻,우드,진저","산뜻,우드,진저",파이브어클락오진저,세르주루텐 파이브어클락오진저,바이레도 집시워터,,톰포드 코스타아주라,,발렌티노 우모
66,,딥디크,로드네롤리오드뚜왈렛,밝은 햇살을 머금은 비터 오렌지가 싱그럽게 흔들리는 네롤리의 푸른 잎사귀에 스며드는 순간,/product/딥디크-로드네롤리-오-드-뚜왈렛-100ml/2422/category/568/display/1/,딥디크 로드네롤리오드뚜왈렛,233000,100,"햇살,비터오렌지,네롤리,푸른,잎사귀","햇살,비터오렌지,네롤리,푸른,잎사귀",로드네롤리,딥디크 로드네롤리,조말론 넥타린블로썸앤허니코롱,,,,
67,,불리,오트리쁠포레드코미,"겨울 끝무렵, 한기가 닿은 쌉싸래한 풀내음이 가득 담긴 숲의 향기",/product/불리-오-트리쁠-포레드-코미-75ml/2383/category/568/display/1/,불리 오트리쁠포레드코미,230000,75,"겨울,한기,풀내음","겨울,한기,풀내음",오트리쁠포레드코미,불리 오트리쁠포레드코미,몽클레르 뿌르옴므,,,,
77,,메모,문피버오드퍼퓸,"가만가만 흔들리는 네롤리의 산뜻함에 보랏빛 노을처럼 얹어지는 야생화, 베티버 향기",/product/메모-문-피버-오-드-퍼퓸-75ml/2440/category/568/display/1/,메모 문피버오드퍼퓸,350000,75,"네롤리,보라색,노을,야생화,베티버","네롤리,노을,야생화,베티버",문피버,메모 문피버,조말론 와일드블루벨코롱,,딥디크 베티베리오,,크리드 오리지널베티버
87,,불리,오트리플다마스크로즈,"장미 본연의 분위기, 온전한 아름다움으로 모두를 납득시키는 유려함",/product/불리-오-트리플-다마스크-로즈-75ml/2116/category/568/display/1/,불리 오트리플다마스크로즈,230000,75,"로즈,본연,온전,유려",로즈,오트리플다마스크로즈,불리 오트리플다마스크로즈,딥디크 오로즈,프라고나르 로즈드메이,,끌로에 로즈드끌로에,
90,,로이비,클로브앤바닐라오드퍼퓸,"오랜 카페에 솔솔 퍼지는, 우유 거품이 포근히 올라간 바닐라 차이 티 라떼 향기",/product/로이비-클로브-앤-바닐라-오-드-퍼퓸/2644/category/568/display/1/,로이비 클로브앤바닐라오드퍼퓸,109000,50,"카페,우유,거품,바닐라,라떼","우유,바닐라,라떼",클로브앤바닐라,로이비 클로브앤바닐라,프라다 캔디키스,바이레도 집시워터,나르시소로드리게즈 엉브레,,롤리타렘피카 옴므
91,,로이비,망고앤민트리브오드퍼퓸,"낙조가 지는 해안가를 가르는 청량한 바람, 스치는 민트와 스미는 망고의 프루티",/product/로이비-망고-앤-민트-리브-오-드-퍼퓸/2627/category/568/display/1/,로이비 망고앤민트리브오드퍼퓸,109000,50,"낙조,해안가,바람,민트,망고,프루티","바람,민트,망고,프루티",망고앤민트리브,로이비 망고앤민트리브,딥디크 로데헤스페리데스,로이비 만다린앤샌달우드,톰포드 코스타아주라,,메모 랄리벨라
92,,로이비,휘그앤시더우드오드퍼퓸,"진중한 숲의 향기를 머금은 무화과, 그 하얀 달콤함이 경쾌하게 피어나는 포레스트",/product/로이비-휘그-앤-시더우드-오-드-퍼퓸-50ml/2295/category/568/display/1/,로이비 휘그앤시더우드오드퍼퓸,109000,50,"무화과,숲","무화과,숲",휘그앤시더우드,로이비 휘그앤시더우드,마크제이콥스 맨,,,메종마르지엘라 레플리카소울오브더포레스트,
95,,조말론,154코롱,"여유가 흐르는 런던의 베티버 나무, 만다린과 자몽의 산뜻함이 저절로 호감가게 만드는 남성의 정석",/product/조말론-154-코롱/2344/category/568/display/1/,조말론 154코롱,110000,30,"여유,런던,베티버,나무,만다린,자몽,호감,남성","베티버,나무,만다린,자몽",154코롱,조말론 154코롱,딥디크 베티베리오,아틀리에 코롱포멜로파라디,,톰포드 그레이베티버,
98,,불리,오트리쁠알카시르,"살짝 힘을 뺀 바닐라와 고소한 샌달우드, 느슨한 듯 여유로운 우디 내음",/product/불리-오-트리쁠-알-카시르-75ml/2381/category/568/display/1/,불리 오트리쁠알카시르,230000,75,"바닐라,우드,여유,우드","바닐라,우드",오트리쁠알카시르,불리 오트리쁠알카시르,바이레도 집시워터,,,로에베 우먼,
99,,끌로에,로즈탠저린오드뚜왈렛,"블랙커런트와 탠저린의 달콤한 경쾌함에, 하루종일 기분 좋아지는 싱그러운 플로럴",/product/끌로에-로즈-탠저린-오-드-뚜왈렛/2404/category/568/display/1/,끌로에 로즈탠저린오드뚜왈렛,115000,30,"블랙커런트,탠저린,종일,플로럴","블랙커런트,탠저린,플로럴",로즈탠저린,끌로에 로즈탠저린,에스티로더 모던뮤즈,,메종마르지엘라 플라워마켓,,킬리안 우먼인골드
101,,조말론,피오니앤블러쉬스웨이드코롱,사과처럼 빨간 작약이 스웨이드와 연출하는 부드러운 여성미,/product/조말론-피오니-앤-블러쉬-스웨이드-코롱/1420/category/568/display/1/,조말론 피오니앤블러쉬스웨이드코롱,115000,30,"사과,작약,스웨이드,여성미","사과,작약,스웨이드",피오니앤블러쉬스웨이드코롱,조말론 피오니앤블러쉬스웨이드코롱,데렉램10크로스비 드렁크온유스,트루사르디 페미닌,프라다 캔디글로스,살바도르 달리달리라이트,
104,,트루사르디,르비드밀라노알바수이나빌리오드퍼퓸,오렌지빛 석양이 닿은 운하의 경쾌한 밤거리 속에서 즐기는 시원한 칵테일,/product/트루사르디-르비드-밀라노-알바-수이-나빌리-오-드-퍼퓸/2668/category/568/display/1/,트루사르디 르비드밀라노알바수이나빌리오드퍼퓸,280000,100,"오렌지,석양,운하,거리,칵테일","오렌지,칵테일",르비드밀라노알바수이나빌리,트루사르디 르비드밀라노알바수이나빌리,메종마르지엘라 레플리카플라잉,메종마르지엘라 재즈클럽,,에르메스 오드메르베이,메종마르지엘라 비치워크
106,,트루사르디,르비드밀라노포르타누오바오드퍼퓸,편안한 사랑을 하고싶은 아이보리 비누거품 향기,/product/트루사르디-르비드-밀라노-포르타-누오바-오-드-퍼퓸-100ml/1821/category/568/display/1/,트루사르디 르비드밀라노포르타누오바오드퍼퓸,280000,100,"사랑,아이보리,비누,거품","아이보리,비누,거품",르비드밀라노포르타누오바,트루사르디 르비드밀라노포르타누오바,아쿠아디파르마 미르토디파나레아,메종마르지엘라 레이지선데이모닝,,프라고나르 상탈,
108,,빅터앤롤프,플라워밤듀오드퍼퓸,"티 안나게 예쁘다, 분위기 자체 끝판왕을 만들어버리는 청초함",/product/빅터앤롤프-플라워밤-듀-오-드-퍼퓸-3050100ml/1997/category/568/display/1/,빅터앤롤프 플라워밤듀오드퍼퓸,85000,30,청순,청순,플라워밤듀,빅터앤롤프 플라워밤듀,바이레도 라튤립,메모 인레,,,
109,,빅터앤롤프,플라워밤오드퍼퓸,롤케익 처럼 부드럽고 달콤한 블랙베리의 발랄한 섹시미,/product/빅터앤롤프-플라워밤-오-드-퍼퓸-3050100ml/1475/category/568/display/1/,빅터앤롤프 플라워밤오드퍼퓸,85000,30,"케이크,블랙베리,섹시","케이크,블랙베리",플라워밤,빅터앤롤프 플라워밤,조말론 블랙베리앤베이코롱,프레데릭말 뮤스크라바줴,장폴고티에 르말,아이젠버그 르페쉬에옴므,
110,,런던프로소디,페이퍼플라워팬오드코롱,"프로소디의 베스트셀러, 프리지아 꽃 한 송이가 주는 잔잔한 싱그러움",/product/프로소디-런던-페이퍼-플라워-팬-오-드-코롱-30ml/2224/category/568/display/1/,런던프로소디 페이퍼플라워팬오드코롱,65000,10,"프리지아,송이",프리지아,페이퍼플라워팬오드코롱,런던프로소디 페이퍼플라워팬오드코롱,딥디크 오프레지아,,조말론 잉글리쉬페어앤프리지아코롱,,
111,,딥디크,로파피에오드뚜왈렛,"순백의 종이 위로 소담히 그려낸 미모사, 고스란히 전해지는 폭닥한 기억의 향",/product/딥디크-로-파피에-오-드-뚜왈렛/2637/category/568/display/1/,딥디크 로파피에오드뚜왈렛,165000,50,"순백,종이,미모사,폭닥","순백,미모사,폭닥",로파피에,딥디크 로파피에,프라다 레스인퓨전디미모사,,롤리타렘피카 우먼,,
112,,불리,오트리플멕시크튜베로즈,단언컨대 가장 유려하게 흐르는 튜베로즈가 여인의 부드러운 등을 연상시키는 향기,/product/불리-오-트리플-멕시크-튜베로즈-75ml/2012/category/568/display/1/,불리 오트리플멕시크튜베로즈,230000,75,"유려,튜베로즈,여인,부드러움","튜베로즈,부드러움",오트리플멕시크튜베로즈,불리 오트리플멕시크튜베로즈,시슬리 오뒤스와르,,프레데릭말 카날플라워,랄프로렌 폴로,몽블랑 레전드나이트
113,,르페르소나,LP피콕페더오드퍼퓸,"바닷가 선베드에 누워 만끽하는 여름휴가, 타오르는 햇빛 사이로 산뜻하게 퍼지는 라임과 코코넛",/product/르페르소나-lp02-피콕-페더-오-드-퍼퓸-10ml/2584/category/568/display/1/,르페르소나 LP피콕페더오드퍼퓸,39000,10,"바다,여름,휴가,햇빛,라임,코코넛","바다,여름,햇빛,라임,코코넛",LP피콕페더,르페르소나 LP피콕페더,메모 랄리벨라,메종마르지엘라 비치워크,크리드 밀레지움임페리얼,장폴고티에 르보,
114,,프라고나르,일다무르퍼퓸,"바다의 솔티함이 배인 화이트 플로럴의 청초함이, 거칠던 파도도 잠재우는 나긋한 향기",/product/프라고나르-일다무르-퍼퓸-3060ml/2251/category/568/display/1/,프라고나르 일다무르퍼퓸,169000,30,"바다,솔티함,화이트플로럴,거친,파도","바다,솔티함,화이트플로럴,거친",일다무르퍼퓸,프라고나르 일다무르퍼퓸,르페르소나 LP우든페이스,,,크리드 밀레지움임페리얼,메종마르지엘라 세일링데이
118,,나소마토,바라온다엑스트레퍼퓸,"달콤한 스카치 캔디를 문 채 한 모금 삼키는 위스키와 재즈의 선율의 어울린, 완벽한 무드",/product/나소마토-바라온다-엑스트레-퍼퓸-30ml/2241/category/568/display/1/,나소마토 바라온다엑스트레퍼퓸,270000,30,"스카치,캔디,위스키,재즈,선율","스카치,캔디,위스키",바라온다엑스트레퍼퓸,나소마토 바라온다엑스트레퍼퓸,바이레도 우드이모텔,돌체앤가바나 더원포맨,,퍼퓸드말리 레이튼,
119,,르페르소나,LP미스틱로즈오드퍼퓸,"사랑하는 이의 달콤한 말을 닮은 피오니와 장미, 손이 스치는 순간의 페퍼, 서로의 눈속에 마주한 부드러운 우디",/product/르페르소나-lp01-미스틱-로즈-오-드-퍼퓸-10ml/2585/category/568/display/1/,르페르소나 LP미스틱로즈오드퍼퓸,39000,10,"사랑,피오니,로즈,페퍼,눈속,우드","피오니,로즈,페퍼,눈속,우드",LP미스틱로즈,르페르소나 LP미스틱로즈,르라보 로즈,,프레데릭말 포트레이트오브어레이디,프라고나르 로즈드메이,딥디크 오로즈
120,,르페르소나,LP우든페이스오드퍼퓸,"거칠고 각진 나무토막의 표면을 매끄럽고 둥글게 조각하듯, 마음까지 감싸 안아주는 산뜻하고 편안한 나무냄새",/product/르페르소나-lp03-우든-페이스-오-드-퍼퓸-10ml/2583/category/568/display/1/,르페르소나 LP우든페이스오드퍼퓸,39000,10,"거친,나무","거친,나무",LP우든페이스,르페르소나 LP우든페이스,런던프로소디 우드옥타브,본드 넘버나인차이나타운,,,
121,,르페르소나,LP골든젬오드퍼퓸,"잊을 수 없는 무도회의 한 장면, 달콤한 바닐라와 무화과가 깊은 인상을 남기고 유유히 사라지는 순간의 향기",/product/르페르소나-lp04-골든-젬-오-드-퍼퓸-10ml/2582/category/568/display/1/,르페르소나 LP골든젬오드퍼퓸,39000,10,"무도회,바닐라,무화과,유유","바닐라,무화과,유유",LP골든젬,르페르소나 LP골든젬,프라다 캔디키스,롤리타렘피카 옴므,나르시소로드리게즈 엉브레,,
122,,더디퍼런트컴퍼니,화이트자고라오드뚜왈렛,"푸른 하늘에 가닿고 싶었던 복숭아꽃의 백일몽,  맑게 울리는 화이트 플로럴과 프루티의 몽상",/product/더-디퍼런트-컴퍼니-화이트-자고라-오-드-뚜왈렛/2641/category/568/display/1/,더디퍼런트컴퍼니 화이트자고라오드뚜왈렛,173000,100,"푸른,하늘,복숭아꽃,화이트플로럴,프루티,몽상","푸른,하늘,복숭아꽃,화이트플로럴,프루티",화이트자고라,더디퍼런트컴퍼니 화이트자고라,미우미우 로블루,킬리안 문라이트인헤븐,,미우미우 ,
123,,더디퍼런트컴퍼니,드바흐마코프오드퍼퓸,"모과나무 아래로 소담히 쌓이는 새콤한 모과와  부드러운 플로럴, 초여름의 신록을 닮은 청량함",/product/더-디퍼런트-컴퍼니-드-바흐-마코프-오-드-퍼퓸/2640/category/568/display/1/,더디퍼런트컴퍼니 드바흐마코프오드퍼퓸,168000,50,"모과나무,모과,플로럴,초여름,신록","모과나무,모과,플로럴,초여름,신록",드바흐마코프,더디퍼런트컴퍼니 드바흐마코프,에스티로더 모던뮤즈,메종마르지엘라 플라워마켓,,킬리안 우먼인골드,
126,,더디퍼런트컴퍼니,수블림발키스오드퍼퓸,"싱그러운 커런트 정원의 가장 깊은 곳, 어둠이 내려앉은 비밀의 화원",/product/더-디퍼런트-컴퍼니-수블림-발키스-오-드-퍼퓸/1608/category/568/display/1/,더디퍼런트컴퍼니 수블림발키스오드퍼퓸,168000,50,"커런트,정원,어둠,비밀,화원","커런트,정원,어둠,화원",수블림발키스,더디퍼런트컴퍼니 수블림발키스,오디딸리 로사그레타,,,,
128,,케네스콜,빈티지블랙오드뚜왈렛,시크하고 섹시한 남성의 유혹,/product/케네스콜-빈티지-블랙-오-드-뚜왈렛-100ml/1353/category/568/display/1/,케네스콜 빈티지블랙오드뚜왈렛,90000,100,"시크,남성,유혹,섹시",,빈티지블랙,케네스콜 빈티지블랙,장폴고티에 르말,디올 소바쥬,디올 화렌화이트,아이젠버그 르페쉬에옴므,킬리안 블랙팬텀
130,,아쿠아디파르마,시프레소디토스카나,"이태리의 작은 숲, 신선한 사이프레스와 갈바넘이 연출하는 자연 치유적 향기",/product/아쿠아-디-파르마-시프레소-디-토스카나/2267/category/568/display/1/,아쿠아디파르마 시프레소디토스카나,155000,75,"이태리,사이프레스,갈바넘,자연,치유","사이프레스,갈바넘,자연,치유",시프레소디토스카나,아쿠아디파르마 시프레소디토스카나,누NOU 프리지아,,,,
131,,돌체 앤 가바나,앤쏠로지램프하트리스,"남자들이 꼭 물어본다는 전설의 향수, 넥타린의 부드러운 달콤함",/product/돌체-앤-가바나-앤쏠로지-3-램프하트리스/2594/category/568/display/1/,돌체 앤 가바나 앤쏠로지램프하트리스,70000,50,"남성,전설,넥타린","전설,넥타린",앤쏠로지램프하트리스,돌체 앤 가바나 앤쏠로지램프하트리스,입생로랑 라뉘드옴므,,퍼퓸드말리 퍼시벌,조르지오 아르마니아쿠아디지오뿌르옴므,
134,,반클리프엔아펠,네롤리아마라오드퍼퓸,"티 없는 가을 하늘의 청량한 달콤함이 나리는, 네롤리와 잔잔한 우디가 선사하는 산뜻함",/product/반클리프-앤-아펠-네롤리-아마라-오-드-퍼퓸/2491/category/568/display/1/,반클리프엔아펠 네롤리아마라오드퍼퓸,198000,75,"가을,하늘,네롤리,우드","가을,하늘,네롤리,우드",네롤리아마라,반클리프엔아펠 네롤리아마라,바이레도 집시워터,메종프란시스커정 아쿠아비떼,,르라보 로즈,
138,,에르메스,보야지데르메스EDT,"레몬과 홍차가 섞여 가을 낙엽이 떨어지는 듯, 우수에 젖은 분위기가 멋지게 연출된 가을 향기",/product/에르메스-보야지-데르메스-edt-100ml/1364/category/568/display/1/,에르메스 보야지데르메스EDT,178000,100,"레몬,홍차,가을,낙엽,우수,가을","레몬,홍차,가을,낙엽",보야지데르메스EDT,에르메스 보야지데르메스EDT,메종프란시스커정 아쿠아비떼,,,메종마르지엘라 언더더레몬트리,프라다 캔디슈가팝
139,,에르메스,트윌리데르메스오프와브레오드퍼퓸,"트윌리 라인 중 가장 가벼운 산뜻함을 가져, 부드러우면서도 분명히 각인되는 옅은 로즈와 비누 향기",/product/에르메스-트윌리-데르메스-오-프와브레-오-드-퍼퓸/2465/category/568/display/1/,에르메스 트윌리데르메스오프와브레오드퍼퓸,146000,30,"각인,로즈,비누","로즈,비누",트윌리데르메스오프와브레,에르메스 트윌리데르메스오프와브레,딥디크 오로즈,프라고나르 로즈드메이,메종마르지엘라 레이지선데이모닝,아쿠아디파르마 미르토디파나레아,
